number,date,available_bikes,available_bike_stands,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation_probability,precipitation,surface_pressure
3,2024-04-20 16:00:00+00:00,0.0,20.0,11.661,40.0,-1.49877,6.9776907,95.0,0.0,979.10724
